,ga:pagepath,ga:pageviews,ga:uniquepageviews
0,/,904,803
1,/?fbclid=IwAR05Z90A3l_xQh40CSIbR85ladsEouxJIV93i19DmHJTiuLBF_OMN1obBz4,1,1
2,/?fbclid=IwAR0NtbPU4V-2OfxGJ_qHj-fBdOCEiwa29ZEllH7jUfLOmoxiDEeliY8jG8s,1,1
3,/?fbclid=IwAR2aD1ZVpiu1WW4yIJcCWa5-cKSS4u8KGG8gYA-0RbuTz3m9tOzTv4u-o80,1,1
4,/?fbclid=IwAR34tV5H4Pu7cClpnkvtEmjUgcndbtrM_bZZKryl4h1FTXfINY0DFkNS7UU,1,1
5,/?fbclid=IwAR37SGzeTbiV3qmN-hbSvgbBrsPEaWzgK1zm-mh1A2CY-MofiMVV2aMQpG0,1,1
6,/?fbclid=IwAR3E2WgxP01mt5sXgcVlKEpYGZlORZOC2ph9m4yI5Hfwp5QW3zidc9O9nr8,1,1
7,/?fbclid=IwAR3wOE5LYWthZta6t59KNe5X2wbcwxuGAIz4tEVqcHcTQhHJQGthd8n-pno,1,1
8,/?ref=hexometer,1,1
9,/403.html?page=/about/our-partners&from=https://tineye.com/search/a4949f78fafca36b230863cc4e84d6e798fab0f8?page=4&sort=score&order=desc,1,1
10,/403.html?page=/about/people/mike-jackson?_ga=2.10125877.1821987204.1581742894-513926875.1581742894&from=https://software.ac.uk/resources/guides-everything/using-git-shared-folders-and-virtual-machines-3,1,1
11,/403.html?page=/about/people/shoaib-sufi&from=,1,1
12,/403.html?page=/about/people/shoaib-sufi&from=http://www.bing.com/search?q=amazon,2,2
13,/403.html?page=/about/people/shoaib-sufi&from=https://software.ac.uk/cw20/organising-committee?_ga=2.190492143.514363368.1581931045-1634556588.1570524838,1,1
14,/403.html?page=/about/staff/partners/southampton&from=https://www.google.com/,1,1
15,/403.html?page=/admin/content&from=https://software.ac.uk/news/dr-becca-wilson-deliver-keynote-data-privacy-collaborations-workshop-2020,1,1
16,/403.html?page=/blog/2020-02-04-competition-recognise-all-research-outputs-hidden-ref-0&from=,1,1
17,/403.html?page=/blog/2020-02-04-competition-recognise-all-research-outputs-hidden-ref&from=,1,1
18,/403.html?page=/blog/2020-02-04-competition-recognise-all-research-outputs-hidden-ref&from=https://www.google.co.uk/,1,1
19,/403.html?page=/news/competition-celebrating-all-research-outputs-hidden-ref&from=,2,2
20,/403.html?page=/what-do-we-know-about-rses-results-our-international-surveys&from=,17,17
21,/404.html?page=/about/fellows/2019&from=,1,1
22,/404.html?page=/about/fellows/lucy-whalley.&from=,1,1
23,/404.html?page=/about/info@software.ac.uk&from=https://www.software.ac.uk/about/get-involved,1,1
24,/404.html?page=/blog/2014-12-04-its-impossible-conduct-research-without-software-say-7-out-10-uk-&from=,1,1
25,/404.html?page=/blog/2018-01-23-rse-fellowship-plans-phil-hasnip-university-cambridge&from=https://rse.ac.uk/community/epsrc-rse-fellows/,1,1
26,/404.html?page=/blog/2018-01-23-rse-fellowship-plans-phil-hasnip-university-cambridge&from=https://www.york.ac.uk/physics/people/phil-hasnip/,1,1
27,/404.html?page=/blog/MjAxNS0wMi&from=,2,2
28,/404.html?page=/blog/MjAxOS0wMS&from=,7,7
29,/404.html?page=/blog/MjAxOS0wOC&from=,6,6
30,/404.html?page=/blog/MjAxOS0xMi&from=,1,1
31,/404.html?page=/blog/MjAyMC0wMi&from=,28,28
32,/404.html?page=/d2hhdC1kby&from=,1,1
33,/404.html?page=/default/files&from=,1,1
34,/404.html?page=/fellows/richard-adamsC:/Users/e804670/Documents/Custom Office Templates&from=,6,6
35,/404.html?page=/fellows/www.glueviz.org&from=https://software.ac.uk/about/fellows/thomas-robitaille,1,1
36,/404.html?page=/guides/choosing-right-open-source-software-your-project&from=,1,1
37,/404.html?page=/home/cw11/giving-good-&from=,1,1
38,/404.html?page=/home/cw11/giving-good-lightning-tal&from=,1,1
39,/404.html?page=/home/cw11/Z2l2aW5nLW&from=,21,21
40,/404.html?page=/howcite-and-describe-software&from=,1,1
41,/404.html?page=/news/competition-celebrating-all-research-outputs-hidden-ref&from=,1,1
42,/404.html?page=/news/ZHItYmVjY2&from=,2,2
43,/404.html?page=/resources/about&from=,1,1
